region,region_old,district,crop,year,yield_mt_ha,national_avg_yield_mt_ha,potential_yield_mt_ha,rainfall_mm,rainfall_flagged,soil_ph_mid,organic_matter_pct_mid,total_nitrogen_pct_mid,avail_phosphorus_mg_kg_mid,cation_exchange_capacity_mid
ASHANTI,ASHANTI,AHAFO ANO NORTH,PLANTAIN,2023,17.58,14.53,38.0,1624.0,False,5.7,6.915,0.26,3.49,4.81
GREATER ACCRA,GREATER ACCRA,AYAWASO CENTRAL,PLANTAIN,2021,32.3,14.53,38.0,514.0,False,6.95,2.0,0.16,3.31,4.64
GREATER ACCRA,GREATER ACCRA,AYAWASO CENTRAL,PLANTAIN,2022,32.3,14.53,38.0,679.0,False,6.95,2.0,0.16,3.31,4.64
WESTERN,WESTERN,AMENFI CENTRAL,PLANTAIN,2021,24.38,14.53,38.0,1637.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,AMENFI CENTRAL,PLANTAIN,2022,25.73,14.53,38.0,1390.0,True,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,AMENFI CENTRAL,PLANTAIN,2023,24.63,14.53,38.0,2039.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,AMENFI EAST,PLANTAIN,2021,17.47,14.53,38.0,1637.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,AMENFI EAST,PLANTAIN,2022,18.27,14.53,38.0,1390.0,True,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,AMENFI EAST,PLANTAIN,2023,17.36,14.53,38.0,2039.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,EFFIA KWESIMINTSIM,PLANTAIN,2021,17.98,14.53,38.0,1637.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,EFFIA KWESIMINTSIM,PLANTAIN,2022,18.19,14.53,38.0,1390.0,True,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,EFFIA KWESIMINTSIM,PLANTAIN,2023,18.05,14.53,38.0,2039.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,WASSA EAST,PLANTAIN,2021,18.13,14.53,38.0,1637.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,WASSA EAST,PLANTAIN,2022,18.87,14.53,38.0,1390.0,True,5.55,7.01,0.185,0.13,0.605
WESTERN,WESTERN,WASSA EAST,PLANTAIN,2023,18.21,14.53,38.0,2039.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN NORTH,WESTERN,BIA EAST,PLANTAIN,2021,17.95,14.53,38.0,1637.0,False,5.55,7.01,0.185,0.13,0.605
WESTERN NORTH,WESTERN,BIA EAST,PLANTAIN,2022,18.03,14.53,38.0,1390.0,True,5.55,7.01,0.185,0.13,0.605
WESTERN NORTH,WESTERN,BIA EAST,PLANTAIN,2023,18.1,14.53,38.0,1909.0,False,5.55,7.01,0.185,0.13,0.605
ASHANTI,ASHANTI,AHAFO ANO SOUTHEAST,RICE,2021,5.98,3.33,6.0,1491.0,False,5.7,6.915,0.26,3.49,4.81
ASHANTI,ASHANTI,AHAFO ANO SOUTHEAST,RICE,2022,5.96,3.33,6.0,1375.0,False,5.7,6.915,0.26,3.49,4.81
ASHANTI,ASHANTI,AHAFO ANO SOUTHEAST,RICE,2023,5.73,3.33,6.0,1624.0,False,5.7,6.915,0.26,3.49,4.81
ASHANTI,ASHANTI,AHAFO ANO SOUTHWEST,RICE,2021,5.98,3.33,6.0,1491.0,False,5.7,6.915,0.26,3.49,4.81
ASHANTI,ASHANTI,AHAFO ANO SOUTHWEST,RICE,2022,5.9,3.33,6.0,1375.0,False,5.7,6.915,0.26,3.49,4.81
ASHANTI,ASHANTI,AHAFO ANO SOUTHWEST,RICE,2023,5.68,3.33,6.0,1624.0,False,5.7,6.915,0.26,3.49,4.81
CENTRAL,CENTRAL,GOMOA EAST,RICE,2021,4.1,3.33,6.0,1381.0,False,6.05,2.15,0.185,4.9,1.2
CENTRAL,CENTRAL,GOMOA EAST,RICE,2022,6.75,3.33,6.0,960.0,False,6.05,2.15,0.185,4.9,1.2
CENTRAL,CENTRAL,GOMOA EAST,RICE,2023,6.5,3.33,6.0,1635.0,False,6.05,2.15,0.185,4.9,1.2
GREATER ACCRA,GREATER ACCRA,AMA,RICE,2021,6.8,3.33,6.0,514.0,False,6.95,2.0,0.16,3.31,4.64
GREATER ACCRA,GREATER ACCRA,AMA,RICE,2022,6.88,3.33,6.0,679.0,False,6.95,2.0,0.16,3.31,4.64
GREATER ACCRA,GREATER ACCRA,SHAI OSUDOKU,RICE,2021,6.5,3.33,6.0,514.0,False,6.95,2.0,0.16,3.31,4.64
GREATER ACCRA,GREATER ACCRA,SHAI OSUDOKU,RICE,2022,6.85,3.33,6.0,679.0,False,6.95,2.0,0.16,3.31,4.64
GREATER ACCRA,GREATER ACCRA,SHAI OSUDOKU,RICE,2023,6.89,3.33,6.0,1115.0,False,6.95,2.0,0.16,3.31,4.64
VOLTA,VOLTA,AFADZATO SOUTH,RICE,2021,5.56,3.33,6.0,1146.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,AFADZATO SOUTH,RICE,2022,5.96,3.33,6.0,1201.0,True,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,AFADZATO SOUTH,RICE,2023,5.43,3.33,6.0,1450.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,HO MUNICIPAL,RICE,2021,5.5,3.33,6.0,1146.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,HO MUNICIPAL,RICE,2022,5.89,3.33,6.0,1201.0,True,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,HO MUNICIPAL,RICE,2023,5.6,3.33,6.0,1450.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,HOHOE MUNICIPAL,RICE,2021,5.84,3.33,6.0,1146.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,HOHOE MUNICIPAL,RICE,2022,6.32,3.33,6.0,1201.0,True,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,HOHOE MUNICIPAL,RICE,2023,6.51,3.33,6.0,1450.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,KETU NORTH,RICE,2021,5.94,3.33,6.0,1146.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,KETU NORTH,RICE,2022,6.33,3.33,6.0,1201.0,True,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,KETU NORTH,RICE,2023,6.5,3.33,6.0,1450.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,SOUTH TONGU,RICE,2021,5.96,3.33,6.0,1146.0,False,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,SOUTH TONGU,RICE,2022,6.24,3.33,6.0,1201.0,True,5.95,2.815,0.01,3.31,4.64
VOLTA,VOLTA,SOUTH TONGU,RICE,2023,5.0,3.33,6.0,1450.0,False,5.95,2.815,0.01,3.31,4.64
BONO EAST,BRONG AHAFO,NKORANZA NORTH,SORGHUM,2021,2.85,1.91,2.0,1361.0,False,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,NKORANZA NORTH,SORGHUM,2022,2.29,1.91,2.0,1229.5,True,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,NKORANZA NORTH,SORGHUM,2023,1.9,1.91,2.0,1481.0,False,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,NKORANZA SOUTH,SORGHUM,2021,2.2,1.91,2.0,1361.0,False,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,NKORANZA SOUTH,SORGHUM,2022,2.28,1.91,2.0,1229.5,True,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,NKORANZA SOUTH,SORGHUM,2023,2.24,1.91,2.0,1481.0,False,5.9,6.915,0.26,0.205,4.81
NORTHEAST,NORTHERN,CHEREPONI,SORGHUM,2021,2.42,1.91,2.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHEAST,NORTHERN,CHEREPONI,SORGHUM,2022,2.13,1.91,2.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
NORTHEAST,NORTHERN,CHEREPONI,SORGHUM,2023,2.45,1.91,2.0,1150.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,SABOBA,SORGHUM,2021,2.55,1.91,2.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,SABOBA,SORGHUM,2022,2.34,1.91,2.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,SABOBA,SORGHUM,2023,2.51,1.91,2.0,1115.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,ZABZUGU,SORGHUM,2021,2.4,1.91,2.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,ZABZUGU,SORGHUM,2022,2.34,1.91,2.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,NORTH GONJA,SORGHUM,2021,2.0,1.91,2.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,NORTH GONJA,SORGHUM,2022,2.34,1.91,2.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,NORTH GONJA,SORGHUM,2023,2.53,1.91,2.0,1536.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,SAWLA/TUNA/KALBA,SORGHUM,2021,1.99,1.91,2.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,SAWLA/TUNA/KALBA,SORGHUM,2022,2.24,1.91,2.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,SAWLA/TUNA/KALBA,SORGHUM,2023,2.85,1.91,2.0,1536.0,False,5.75,3.37,0.07,3.8,3.925
UPPER WEST,UPPER WEST,NANDOM,SORGHUM,2021,2.5,1.91,2.0,1184.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,NANDOM,SORGHUM,2022,2.66,1.91,2.0,1314.3,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,NANDOM,SORGHUM,2023,2.5,1.91,2.0,1273.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,SISSALA EAST,SORGHUM,2021,2.2,1.91,2.0,1184.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,SISSALA EAST,SORGHUM,2022,2.4,1.91,2.0,1314.3,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,SISSALA EAST,SORGHUM,2023,2.3,1.91,2.0,1273.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,WA WEST,SORGHUM,2021,2.18,1.91,2.0,1184.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,WA WEST,SORGHUM,2022,2.34,1.91,2.0,1314.3,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,WA WEST,SORGHUM,2023,2.3,1.91,2.0,1273.0,False,5.95,3.755,0.035,1.81,2.395
NORTHEAST,NORTHERN,BUNKPURUGU NAKPANDURI,SOYABEAN,2021,1.67,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHEAST,NORTHERN,BUNKPURUGU NAKPANDURI,SOYABEAN,2022,2.21,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
NORTHEAST,NORTHERN,BUNKPURUGU NAKPANDURI,SOYABEAN,2023,2.99,1.85,3.0,1150.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,GUSHIEGU,SOYABEAN,2021,2.0,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,GUSHIEGU,SOYABEAN,2022,2.1,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,GUSHIEGU,SOYABEAN,2023,2.47,1.85,3.0,1115.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,MION,SOYABEAN,2021,2.5,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,MION,SOYABEAN,2022,2.5,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,MION,SOYABEAN,2023,2.5,1.85,3.0,1115.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,SAVELUGU,SOYABEAN,2021,2.0,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,SAVELUGU,SOYABEAN,2022,2.2,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,SAVELUGU,SOYABEAN,2023,2.6,1.85,3.0,1115.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,TAMALE METRO,SOYABEAN,2021,2.0,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,TAMALE METRO,SOYABEAN,2022,2.0,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,TAMALE METRO,SOYABEAN,2023,2.2,1.85,3.0,1115.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,TOLON,SOYABEAN,2021,2.2,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,TOLON,SOYABEAN,2022,2.2,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
NORTHERN,NORTHERN,TOLON,SOYABEAN,2023,3.0,1.85,3.0,1115.0,False,5.75,3.37,0.07,3.8,3.925
OTI,VOLTA,KRACHI NCHUMURU,SOYABEAN,2021,1.91,1.85,3.0,1146.0,False,5.95,2.815,0.01,3.31,4.64
OTI,VOLTA,KRACHI NCHUMURU,SOYABEAN,2022,2.34,1.85,3.0,1201.0,True,5.95,2.815,0.01,3.31,4.64
OTI,VOLTA,KRACHI NCHUMURU,SOYABEAN,2023,1.9,1.85,3.0,1401.0,False,5.95,2.815,0.01,3.31,4.64
SAVANNAH,NORTHERN,NORTH GONJA,SOYABEAN,2021,2.0,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,NORTH GONJA,SOYABEAN,2022,2.37,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,NORTH GONJA,SOYABEAN,2023,2.84,1.85,3.0,1536.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,SAWLA/TUNA/KALBA,SOYABEAN,2021,1.5,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,SAWLA/TUNA/KALBA,SOYABEAN,2022,2.37,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,SAWLA/TUNA/KALBA,SOYABEAN,2023,2.75,1.85,3.0,1536.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,WEST GONJA,SOYABEAN,2021,2.13,1.85,3.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,WEST GONJA,SOYABEAN,2022,2.47,1.85,3.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,WEST GONJA,SOYABEAN,2023,2.85,1.85,3.0,1536.0,False,5.75,3.37,0.07,3.8,3.925
BONO EAST,BRONG AHAFO,ATEBUBU-AMANTIN,YAM,2021,25.89,18.81,52.0,1361.0,False,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,ATEBUBU-AMANTIN,YAM,2022,26.55,18.81,52.0,1229.5,True,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,ATEBUBU-AMANTIN,YAM,2023,27.0,18.81,52.0,1481.0,False,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,SENE EAST,YAM,2021,24.31,18.81,52.0,1361.0,False,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,SENE EAST,YAM,2022,25.3,18.81,52.0,1229.5,True,5.9,6.915,0.26,0.205,4.81
BONO EAST,BRONG AHAFO,SENE EAST,YAM,2023,28.3,18.81,52.0,1481.0,False,5.9,6.915,0.26,0.205,4.81
EASTERN,EASTERN,KWAHU AFRAM PLAINS NORTH,YAM,2021,23.4,18.81,52.0,1597.0,False,5.95,4.095,0.185,1.74,4.81
EASTERN,EASTERN,KWAHU AFRAM PLAINS NORTH,YAM,2022,23.34,18.81,52.0,1389.0,False,5.95,4.095,0.185,1.74,4.81
EASTERN,EASTERN,KWAHU AFRAM PLAINS NORTH,YAM,2023,23.56,18.81,52.0,1416.0,False,5.95,4.095,0.185,1.74,4.81
EASTERN,EASTERN,KWAHU AFRAM PLAINS SOUTH,YAM,2021,23.6,18.81,52.0,1597.0,False,5.95,4.095,0.185,1.74,4.81
EASTERN,EASTERN,KWAHU AFRAM PLAINS SOUTH,YAM,2022,23.54,18.81,52.0,1389.0,False,5.95,4.095,0.185,1.74,4.81
EASTERN,EASTERN,KWAHU AFRAM PLAINS SOUTH,YAM,2023,23.67,18.81,52.0,1416.0,False,5.95,4.095,0.185,1.74,4.81
EASTERN,EASTERN,KWAHU EAST,YAM,2021,23.8,18.81,52.0,1597.0,False,5.95,4.095,0.185,1.74,4.81
EASTERN,EASTERN,KWAHU EAST,YAM,2022,23.43,18.81,52.0,1389.0,False,5.95,4.095,0.185,1.74,4.81
EASTERN,EASTERN,KWAHU EAST,YAM,2023,23.27,18.81,52.0,1416.0,False,5.95,4.095,0.185,1.74,4.81
OTI,VOLTA,BIAKOYE,YAM,2021,25.1,18.81,52.0,1146.0,False,5.95,2.815,0.01,3.31,4.64
OTI,VOLTA,BIAKOYE,YAM,2022,25.3,18.81,52.0,1201.0,True,5.95,2.815,0.01,3.31,4.64
OTI,VOLTA,BIAKOYE,YAM,2023,25.0,18.81,52.0,1401.0,False,5.95,2.815,0.01,3.31,4.64
SAVANNAH,NORTHERN,WEST GONJA,YAM,2021,22.6,18.81,52.0,1137.0,False,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,WEST GONJA,YAM,2022,23.0,18.81,52.0,1076.0,True,5.75,3.37,0.07,3.8,3.925
SAVANNAH,NORTHERN,WEST GONJA,YAM,2023,25.73,18.81,52.0,1536.0,False,5.75,3.37,0.07,3.8,3.925
UPPER WEST,UPPER WEST,DAFIAMA-BUSSIE-ISSA,YAM,2021,24.03,18.81,52.0,1184.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,DAFIAMA-BUSSIE-ISSA,YAM,2022,24.04,18.81,52.0,1314.3,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,DAFIAMA-BUSSIE-ISSA,YAM,2023,24.1,18.81,52.0,1273.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,NADOWLI,YAM,2021,24.2,18.81,52.0,1184.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,NADOWLI,YAM,2022,24.2,18.81,52.0,1314.3,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,NADOWLI,YAM,2023,24.3,18.81,52.0,1273.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,WA MUNICIPAL,YAM,2021,23.9,18.81,52.0,1184.0,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,WA MUNICIPAL,YAM,2022,23.9,18.81,52.0,1314.3,False,5.95,3.755,0.035,1.81,2.395
UPPER WEST,UPPER WEST,WA MUNICIPAL,YAM,2023,23.95,18.81,52.0,1273.0,False,5.95,3.755,0.035,1.81,2.395
